
# Curve 0 of 1, 1000 points
# Curve title: "'dump.last' u 3:6"
# x y type
 0  1  i
 0.01  1  i
 0  1  i
 0.01  1  i
 0.02  1  i
 0.02  1  i
 0.03  1  i
 0.03  1  i
 0.04  1  i
 0.04  1  i
 0.05  1  i
 0.05  1  i
 0.06  1  i
 0.06  1  i
 0.07  1  i
 0.07  1  i
 0.08  1  i
 0.08  1  i
 0.09  1  i
 0.09  1  i
 0.1  1  i
 0.11  1  i
 0.1  1  i
 0.11  1  i
 0.12  1  i
 0.12  1  i
 0.13  1  i
 0.13  1  i
 0.14  1  i
 0.14  1  i
 0.15  1  i
 0.15  1  i
 0.16  1  i
 0.16  1  i
 0.17  1  i
 0.17  1  i
 0.18  1  i
 0.18  1  i
 0.19  1  i
 0.19  1  i
 0.2  1  i
 0.21  1  i
 0.2  1  i
 0.21  1  i
 0.22  1  i
 0.22  1  i
 0.23  1  i
 0.23  1  i
 0.24  1  i
 0.24  1  i
 0.25  1  i
 0.25  1  i
 0.26  1  i
 0.26  1  i
 0.27  1  i
 0.27  1  i
 0.28  1  i
 0.28  1  i
 0.29  1  i
 0.29  1  i
 0.3  1  i
 0.31  1  i
 0.3  1  i
 0.31  1  i
 0.32  1  i
 0.32  1  i
 0.33  1  i
 0.33  1  i
 0.34  1  i
 0.34  1  i
 0.35  1  i
 0.35  1  i
 0.36  1  i
 0.36  1  i
 0.37  1  i
 0.37  1  i
 0.38  1.00002  i
 0.38  1.00002  i
 0.39  1.00007  i
 0.39  1.00007  i
 0.4  1.00026  i
 0.41  1.00085  i
 0.4  1.00026  i
 0.41  1.00085  i
 0.42  1.00262  i
 0.42  1.00262  i
 0.43  1.00734  i
 0.43  1.00734  i
 0.44  1.01871  i
 0.44  1.01871  i
 0.45  1.04314  i
 0.45  1.04314  i
 0.46  1.08966  i
 0.46  1.08966  i
 0.47  1.16746  i
 0.47  1.16746  i
 0.48  1.28071  i
 0.48  1.28071  i
 0.49  1.4231  i
 0.49  1.4231  i
 0.5  1.5769  i
 0.51  1.71929  i
 0.5  1.5769  i
 0.51  1.71929  i
 0.52  1.83254  i
 0.52  1.83254  i
 0.53  1.91034  i
 0.53  1.91034  i
 0.54  1.95686  i
 0.54  1.95686  i
 0.55  1.98129  i
 0.55  1.98129  i
 0.56  1.99266  i
 0.56  1.99266  i
 0.57  1.99738  i
 0.57  1.99738  i
 0.58  1.99915  i
 0.58  1.99915  i
 0.59  1.99974  i
 0.59  1.99974  i
 0.6  1.99993  i
 0.61  1.99998  i
 0.6  1.99993  i
 0.61  1.99998  i
 0.62  2  i
 0.62  2  i
 0.63  2  i
 0.63  2  i
 0.64  2  i
 0.64  2  i
 0.65  2  i
 0.65  2  i
 0.66  2  i
 0.66  2  i
 0.67  2  i
 0.67  2  i
 0.68  2  i
 0.68  2  i
 0.69  2  i
 0.69  2  i
 0.7  2  i
 0.71  2  i
 0.7  2  i
 0.71  2  i
 0.72  2  i
 0.72  2  i
 0.73  2  i
 0.73  2  i
 0.74  2  i
 0.74  2  i
 0.75  2  i
 0.75  2  i
 0.76  2  i
 0.76  2  i
 0.77  2  i
 0.77  2  i
 0.78  2  i
 0.78  2  i
 0.79  2  i
 0.79  2  i
 0.8  2  i
 0.81  2  i
 0.8  2  i
 0.81  2  i
 0.82  2  i
 0.82  2  i
 0.83  2  i
 0.83  2  i
 0.84  2  i
 0.84  2  i
 0.85  2  i
 0.85  2  i
 0.86  2  i
 0.86  2  i
 0.87  2  i
 0.87  2  i
 0.88  2  i
 0.88  2  i
 0.89  2  i
 0.89  2  i
 0.9  2  i
 0.91  2  i
 0.9  2  i
 0.91  2  i
 0.92  2  i
 0.92  2  i
 0.93  2  i
 0.93  2  i
 0.94  2  i
 0.94  2  i
 0.95  2  i
 0.95  2  i
 0.96  2  i
 0.96  2  i
 0.97  2  i
 0.97  2  i
 0.98  2  i
 0.98  2  i
 0.99  2  i
 0.99  2  i
 0  1  i
 0.01  1  i
 0.02  1  i
 0.03  1  i
 0.04  1  i
 0.05  1  i
 0.06  1  i
 0.07  1  i
 0.08  1  i
 0.09  1  i
 0.1  1  i
 0.11  1  i
 0.12  1  i
 0.13  1  i
 0.14  1  i
 0.15  1  i
 0.16  1  i
 0.17  1  i
 0.18  1  i
 0.19  1  i
 0.2  1  i
 0.21  1  i
 0.22  1  i
 0.23  1  i
 0.24  1  i
 0.25  1  i
 0.26  1  i
 0.27  1  i
 0.28  1  i
 0.29  1  i
 0.3  1  i
 0.31  1  i
 0.32  1  i
 0.33  1  i
 0.34  1  i
 0.35  1  i
 0.36  1  i
 0.37  1  i
 0.38  1.00002  i
 0.39  1.00007  i
 0.4  1.00026  i
 0.41  1.00085  i
 0.42  1.00262  i
 0.43  1.00734  i
 0.44  1.01871  i
 0.45  1.04314  i
 0.46  1.08966  i
 0.47  1.16746  i
 0.48  1.28071  i
 0.49  1.4231  i
 0.5  1.5769  i
 0.51  1.71929  i
 0.52  1.83254  i
 0.53  1.91034  i
 0.54  1.95686  i
 0.55  1.98129  i
 0.56  1.99266  i
 0.57  1.99738  i
 0.58  1.99915  i
 0.59  1.99974  i
 0.6  1.99993  i
 0.61  1.99998  i
 0.62  2  i
 0.63  2  i
 0.64  2  i
 0.65  2  i
 0.66  2  i
 0.67  2  i
 0.68  2  i
 0.69  2  i
 0.7  2  i
 0.71  2  i
 0.72  2  i
 0.73  2  i
 0.74  2  i
 0.75  2  i
 0.76  2  i
 0.77  2  i
 0.78  2  i
 0.79  2  i
 0.8  2  i
 0.81  2  i
 0.82  2  i
 0.83  2  i
 0.84  2  i
 0.85  2  i
 0.86  2  i
 0.87  2  i
 0.88  2  i
 0.89  2  i
 0.9  2  i
 0.91  2  i
 0.92  2  i
 0.93  2  i
 0.94  2  i
 0.95  2  i
 0.96  2  i
 0.97  2  i
 0.98  2  i
 0.99  2  i
 0  1  i
 0.01  1  i
 0.02  1  i
 0.03  1  i
 0.04  1  i
 0.05  1  i
 0.06  1  i
 0.07  1  i
 0.08  1  i
 0.09  1  i
 0.1  1  i
 0.11  1  i
 0.12  1  i
 0.13  1  i
 0.14  1  i
 0.15  1  i
 0.16  1  i
 0.17  1  i
 0.18  1  i
 0.19  1  i
 0.2  1  i
 0.21  1  i
 0.22  1  i
 0.23  1  i
 0.24  1  i
 0.25  1  i
 0.26  1  i
 0.27  1  i
 0.28  1  i
 0.29  1  i
 0.3  1  i
 0.31  1  i
 0.32  1  i
 0.33  1  i
 0.34  1  i
 0.35  1  i
 0.36  1  i
 0.37  1  i
 0.38  1.00002  i
 0.39  1.00007  i
 0.4  1.00026  i
 0.41  1.00085  i
 0.42  1.00262  i
 0.43  1.00734  i
 0.44  1.01871  i
 0.45  1.04314  i
 0.46  1.08966  i
 0.47  1.16746  i
 0.48  1.28071  i
 0.49  1.4231  i
 0.5  1.5769  i
 0.51  1.71929  i
 0.52  1.83254  i
 0.53  1.91034  i
 0.54  1.95686  i
 0.55  1.98129  i
 0.56  1.99266  i
 0.57  1.99738  i
 0.58  1.99915  i
 0.59  1.99974  i
 0.6  1.99993  i
 0.61  1.99998  i
 0.62  2  i
 0.63  2  i
 0.64  2  i
 0.65  2  i
 0.66  2  i
 0.67  2  i
 0.68  2  i
 0.69  2  i
 0.7  2  i
 0.71  2  i
 0.72  2  i
 0.73  2  i
 0.74  2  i
 0.75  2  i
 0.76  2  i
 0.77  2  i
 0.78  2  i
 0.79  2  i
 0.8  2  i
 0.81  2  i
 0.82  2  i
 0.83  2  i
 0.84  2  i
 0.85  2  i
 0.86  2  i
 0.87  2  i
 0.88  2  i
 0.89  2  i
 0.9  2  i
 0.91  2  i
 0.92  2  i
 0.93  2  i
 0.94  2  i
 0.95  2  i
 0.96  2  i
 0.97  2  i
 0.98  2  i
 0.99  2  i
 0  1  i
 0.01  1  i
 0.02  1  i
 0.03  1  i
 0.04  1  i
 0.05  1  i
 0.06  1  i
 0.07  1  i
 0.08  1  i
 0.09  1  i
 0.1  1  i
 0.11  1  i
 0.12  1  i
 0.13  1  i
 0.14  1  i
 0.15  1  i
 0.16  1  i
 0.17  1  i
 0.18  1  i
 0.19  1  i
 0.2  1  i
 0.21  1  i
 0.22  1  i
 0.23  1  i
 0.24  1  i
 0.25  1  i
 0.26  1  i
 0.27  1  i
 0.28  1  i
 0.29  1  i
 0.3  1  i
 0.31  1  i
 0.32  1  i
 0.33  1  i
 0.34  1  i
 0.35  1  i
 0.36  1  i
 0.37  1  i
 0.38  1.00002  i
 0.39  1.00007  i
 0.4  1.00026  i
 0.41  1.00085  i
 0.42  1.00262  i
 0.43  1.00734  i
 0.44  1.01871  i
 0.45  1.04314  i
 0.46  1.08966  i
 0.47  1.16746  i
 0.48  1.28071  i
 0.49  1.4231  i
 0.5  1.5769  i
 0.51  1.71929  i
 0.52  1.83254  i
 0.53  1.91034  i
 0.54  1.95686  i
 0.55  1.98129  i
 0.56  1.99266  i
 0.57  1.99738  i
 0.58  1.99915  i
 0.59  1.99974  i
 0.6  1.99993  i
 0.61  1.99998  i
 0.62  2  i
 0.63  2  i
 0.64  2  i
 0.65  2  i
 0.66  2  i
 0.67  2  i
 0.68  2  i
 0.69  2  i
 0.7  2  i
 0.71  2  i
 0.72  2  i
 0.73  2  i
 0.74  2  i
 0.75  2  i
 0.76  2  i
 0.77  2  i
 0.78  2  i
 0.79  2  i
 0.8  2  i
 0.81  2  i
 0.82  2  i
 0.83  2  i
 0.84  2  i
 0.85  2  i
 0.86  2  i
 0.87  2  i
 0.88  2  i
 0.89  2  i
 0.9  2  i
 0.91  2  i
 0.92  2  i
 0.93  2  i
 0.94  2  i
 0.95  2  i
 0.96  2  i
 0.97  2  i
 0.98  2  i
 0.99  2  i
 0  1  i
 0.01  1  i
 0.02  1  i
 0.03  1  i
 0.04  1  i
 0.05  1  i
 0.06  1  i
 0.07  1  i
 0.08  1  i
 0.09  1  i
 0.1  1  i
 0.11  1  i
 0.12  1  i
 0.13  1  i
 0.14  1  i
 0.15  1  i
 0.16  1  i
 0.17  1  i
 0.18  1  i
 0.19  1  i
 0.2  1  i
 0.21  1  i
 0.22  1  i
 0.23  1  i
 0.24  1  i
 0.25  1  i
 0.26  1  i
 0.27  1  i
 0.28  1  i
 0.29  1  i
 0.3  1  i
 0.31  1  i
 0.32  1  i
 0.33  1  i
 0.34  1  i
 0.35  1  i
 0.36  1  i
 0.37  1  i
 0.38  1.00002  i
 0.39  1.00007  i
 0.4  1.00026  i
 0.41  1.00085  i
 0.42  1.00262  i
 0.43  1.00734  i
 0.44  1.01871  i
 0.45  1.04314  i
 0.46  1.08966  i
 0.47  1.16746  i
 0.48  1.28071  i
 0.49  1.4231  i
 0.5  1.5769  i
 0.51  1.71929  i
 0.52  1.83254  i
 0.53  1.91034  i
 0.54  1.95686  i
 0.55  1.98129  i
 0.56  1.99266  i
 0.57  1.99738  i
 0.58  1.99915  i
 0.59  1.99974  i
 0.6  1.99993  i
 0.61  1.99998  i
 0.62  2  i
 0.63  2  i
 0.64  2  i
 0.65  2  i
 0.66  2  i
 0.67  2  i
 0.68  2  i
 0.69  2  i
 0.7  2  i
 0.71  2  i
 0.72  2  i
 0.73  2  i
 0.74  2  i
 0.75  2  i
 0.76  2  i
 0.77  2  i
 0.78  2  i
 0.79  2  i
 0.8  2  i
 0.81  2  i
 0.82  2  i
 0.83  2  i
 0.84  2  i
 0.85  2  i
 0.86  2  i
 0.87  2  i
 0.88  2  i
 0.89  2  i
 0.9  2  i
 0.91  2  i
 0.92  2  i
 0.93  2  i
 0.94  2  i
 0.95  2  i
 0.96  2  i
 0.97  2  i
 0.98  2  i
 0.99  2  i
 0  1  i
 0.01  1  i
 0.02  1  i
 0.03  1  i
 0.04  1  i
 0.05  1  i
 0.06  1  i
 0.07  1  i
 0.08  1  i
 0.09  1  i
 0.1  1  i
 0.11  1  i
 0.12  1  i
 0.13  1  i
 0.14  1  i
 0.15  1  i
 0.16  1  i
 0.17  1  i
 0.18  1  i
 0.19  1  i
 0.2  1  i
 0.21  1  i
 0.22  1  i
 0.23  1  i
 0.24  1  i
 0.25  1  i
 0.26  1  i
 0.27  1  i
 0.28  1  i
 0.29  1  i
 0.3  1  i
 0.31  1  i
 0.32  1  i
 0.33  1  i
 0.34  1  i
 0.35  1  i
 0.36  1  i
 0.37  1  i
 0.38  1.00002  i
 0.39  1.00007  i
 0.4  1.00026  i
 0.41  1.00085  i
 0.42  1.00262  i
 0.43  1.00734  i
 0.44  1.01871  i
 0.45  1.04314  i
 0.46  1.08966  i
 0.47  1.16746  i
 0.48  1.28071  i
 0.49  1.4231  i
 0.5  1.5769  i
 0.51  1.71929  i
 0.52  1.83254  i
 0.53  1.91034  i
 0.54  1.95686  i
 0.55  1.98129  i
 0.56  1.99266  i
 0.57  1.99738  i
 0.58  1.99915  i
 0.59  1.99974  i
 0.6  1.99993  i
 0.61  1.99998  i
 0.62  2  i
 0.63  2  i
 0.64  2  i
 0.65  2  i
 0.66  2  i
 0.67  2  i
 0.68  2  i
 0.69  2  i
 0.7  2  i
 0.71  2  i
 0.72  2  i
 0.73  2  i
 0.74  2  i
 0.75  2  i
 0.76  2  i
 0.77  2  i
 0.78  2  i
 0.79  2  i
 0.8  2  i
 0.81  2  i
 0.82  2  i
 0.83  2  i
 0.84  2  i
 0.85  2  i
 0.86  2  i
 0.87  2  i
 0.88  2  i
 0.89  2  i
 0.9  2  i
 0.91  2  i
 0.92  2  i
 0.93  2  i
 0.94  2  i
 0.95  2  i
 0.96  2  i
 0.97  2  i
 0.98  2  i
 0.99  2  i
 0  1  i
 0.01  1  i
 0.02  1  i
 0.03  1  i
 0.04  1  i
 0.05  1  i
 0.06  1  i
 0.07  1  i
 0.08  1  i
 0.09  1  i
 0.1  1  i
 0.11  1  i
 0.12  1  i
 0.13  1  i
 0.14  1  i
 0.15  1  i
 0.16  1  i
 0.17  1  i
 0.18  1  i
 0.19  1  i
 0.2  1  i
 0.21  1  i
 0.22  1  i
 0.23  1  i
 0.24  1  i
 0.25  1  i
 0.26  1  i
 0.27  1  i
 0.28  1  i
 0.29  1  i
 0.3  1  i
 0.31  1  i
 0.32  1  i
 0.33  1  i
 0.34  1  i
 0.35  1  i
 0.36  1  i
 0.37  1  i
 0.38  1.00002  i
 0.39  1.00007  i
 0.4  1.00026  i
 0.41  1.00085  i
 0.42  1.00262  i
 0.43  1.00734  i
 0.44  1.01871  i
 0.45  1.04314  i
 0.46  1.08966  i
 0.47  1.16746  i
 0.48  1.28071  i
 0.49  1.4231  i
 0.5  1.5769  i
 0.51  1.71929  i
 0.52  1.83254  i
 0.53  1.91034  i
 0.54  1.95686  i
 0.55  1.98129  i
 0.56  1.99266  i
 0.57  1.99738  i
 0.58  1.99915  i
 0.59  1.99974  i
 0.6  1.99993  i
 0.61  1.99998  i
 0.62  2  i
 0.63  2  i
 0.64  2  i
 0.65  2  i
 0.66  2  i
 0.67  2  i
 0.68  2  i
 0.69  2  i
 0.7  2  i
 0.71  2  i
 0.72  2  i
 0.73  2  i
 0.74  2  i
 0.75  2  i
 0.76  2  i
 0.77  2  i
 0.78  2  i
 0.79  2  i
 0.8  2  i
 0.81  2  i
 0.82  2  i
 0.83  2  i
 0.84  2  i
 0.85  2  i
 0.86  2  i
 0.87  2  i
 0.88  2  i
 0.89  2  i
 0.9  2  i
 0.91  2  i
 0.92  2  i
 0.93  2  i
 0.94  2  i
 0.95  2  i
 0.96  2  i
 0.97  2  i
 0.98  2  i
 0.99  2  i
 0  1  i
 0.01  1  i
 0.02  1  i
 0.03  1  i
 0.04  1  i
 0.05  1  i
 0.06  1  i
 0.07  1  i
 0.08  1  i
 0.09  1  i
 0.1  1  i
 0.11  1  i
 0.12  1  i
 0.13  1  i
 0.14  1  i
 0.15  1  i
 0.16  1  i
 0.17  1  i
 0.18  1  i
 0.19  1  i
 0.2  1  i
 0.21  1  i
 0.22  1  i
 0.23  1  i
 0.24  1  i
 0.25  1  i
 0.26  1  i
 0.27  1  i
 0.28  1  i
 0.29  1  i
 0.3  1  i
 0.31  1  i
 0.32  1  i
 0.33  1  i
 0.34  1  i
 0.35  1  i
 0.36  1  i
 0.37  1  i
 0.38  1.00002  i
 0.39  1.00007  i
 0.4  1.00026  i
 0.41  1.00085  i
 0.42  1.00262  i
 0.43  1.00734  i
 0.44  1.01871  i
 0.45  1.04314  i
 0.46  1.08966  i
 0.47  1.16746  i
 0.48  1.28071  i
 0.49  1.4231  i
 0.5  1.5769  i
 0.51  1.71929  i
 0.52  1.83254  i
 0.53  1.91034  i
 0.54  1.95686  i
 0.55  1.98129  i
 0.56  1.99266  i
 0.57  1.99738  i
 0.58  1.99915  i
 0.59  1.99974  i
 0.6  1.99993  i
 0.61  1.99998  i
 0.62  2  i
 0.63  2  i
 0.64  2  i
 0.65  2  i
 0.66  2  i
 0.67  2  i
 0.68  2  i
 0.69  2  i
 0.7  2  i
 0.71  2  i
 0.72  2  i
 0.73  2  i
 0.74  2  i
 0.75  2  i
 0.76  2  i
 0.77  2  i
 0.78  2  i
 0.79  2  i
 0.8  2  i
 0.81  2  i
 0.82  2  i
 0.83  2  i
 0.84  2  i
 0.85  2  i
 0.86  2  i
 0.87  2  i
 0.88  2  i
 0.89  2  i
 0.9  2  i
 0.91  2  i
 0.92  2  i
 0.93  2  i
 0.94  2  i
 0.95  2  i
 0.96  2  i
 0.97  2  i
 0.98  2  i
 0.99  2  i
 0  1  i
 0.01  1  i
 0.02  1  i
 0.03  1  i
 0.04  1  i
 0.05  1  i
 0.06  1  i
 0.07  1  i
 0.08  1  i
 0.09  1  i
 0.1  1  i
 0.11  1  i
 0.12  1  i
 0.13  1  i
 0.14  1  i
 0.15  1  i
 0.16  1  i
 0.17  1  i
 0.18  1  i
 0.19  1  i
 0.2  1  i
 0.21  1  i
 0.22  1  i
 0.23  1  i
 0.24  1  i
 0.25  1  i
 0.26  1  i
 0.27  1  i
 0.28  1  i
 0.29  1  i
 0.3  1  i
 0.31  1  i
 0.32  1  i
 0.33  1  i
 0.34  1  i
 0.35  1  i
 0.36  1  i
 0.37  1  i
 0.38  1.00002  i
 0.39  1.00007  i
 0.4  1.00026  i
 0.41  1.00085  i
 0.42  1.00262  i
 0.43  1.00734  i
 0.44  1.01871  i
 0.45  1.04314  i
 0.46  1.08966  i
 0.47  1.16746  i
 0.48  1.28071  i
 0.49  1.4231  i
 0.5  1.5769  i
 0.51  1.71929  i
 0.52  1.83254  i
 0.53  1.91034  i
 0.54  1.95686  i
 0.55  1.98129  i
 0.56  1.99266  i
 0.57  1.99738  i
 0.58  1.99915  i
 0.59  1.99974  i
 0.6  1.99993  i
 0.61  1.99998  i
 0.62  2  i
 0.63  2  i
 0.64  2  i
 0.65  2  i
 0.66  2  i
 0.67  2  i
 0.68  2  i
 0.69  2  i
 0.7  2  i
 0.71  2  i
 0.72  2  i
 0.73  2  i
 0.74  2  i
 0.75  2  i
 0.76  2  i
 0.77  2  i
 0.78  2  i
 0.79  2  i
 0.8  2  i
 0.81  2  i
 0.82  2  i
 0.83  2  i
 0.84  2  i
 0.85  2  i
 0.86  2  i
 0.87  2  i
 0.88  2  i
 0.89  2  i
 0.9  2  i
 0.91  2  i
 0.92  2  i
 0.93  2  i
 0.94  2  i
 0.95  2  i
 0.96  2  i
 0.97  2  i
 0.98  2  i
 0.99  2  i

